negozio,data,vendite
SER,12/10/2025,3851.24
SRV,12/10/2025,3843.45
STT,12/10/2025,3100
MAR,13/10/2025,1148.76
BHR,13/10/2025,6400
BIR,13/10/2025,4672.49
BMP,13/10/2025,1620
ECI,13/10/2025,3409.09
FLO,13/10/2025,3241.8
GLA,13/10/2025,1485
LBM,13/10/2025,3495.82
LRM,13/10/2025,2484.43
MIL,13/10/2025,7770.49
NBS,13/10/2025,4663.33
NYC,13/10/2025,3266.5
PAR,13/10/2025,8112.51
ROM,13/10/2025,4297.13
SER,13/10/2025,6483.46
SRV,13/10/2025,393.44
BHR,14/10/2025,4200
BIR,14/10/2025,1980.42
CAP,14/10/2025,696.72
CAS,14/10/2025,491.74
ECI,14/10/2025,2425.62
FLO,14/10/2025,3499.59
GLA,14/10/2025,5395.82
LBM,14/10/2025,4075
LRM,14/10/2025,4122.95
MIL,14/10/2025,10053.27
NBS,14/10/2025,13755.84
NYC,14/10/2025,9939
PAR,14/10/2025,7937.08
ROM,14/10/2025,2803.29
SER,14/10/2025,1413.22
SRV,14/10/2025,3678.68
MAR,15/10/2025,-1400.83
BHR,15/10/2025,2595
BIR,15/10/2025,2650.82
CAP,15/10/2025,778.69
CAS,15/10/2025,2830.59
ECI,15/10/2025,3752.47
FLO,15/10/2025,1789.34
GLA,15/10/2025,1766.66
LBM,15/10/2025,4354.17
LRM,15/10/2025,487.7
MIL,15/10/2025,713.11
NBS,15/10/2025,7431.67
NYC,15/10/2025,9819
PAR,15/10/2025,1024.17
ROM,15/10/2025,4188.53
SER,15/10/2025,3909.07
SRV,15/10/2025,1782.78
STT,15/10/2025,1391.66
BHR,16/10/2025,3885
BIR,16/10/2025,1846.67
CAP,16/10/2025,2020.49
CAS,16/10/2025,987.6
ECI,16/10/2025,1033.06
FLO,16/10/2025,2672.14
GLA,16/10/2025,2679.16
LBM,16/10/2025,3366.65
LRM,16/10/2025,2073.77
MIL,16/10/2025,3713.12
NBS,16/10/2025,12058.34
NYC,16/10/2025,12235.5
PAR,16/10/2025,6570.41
ROM,16/10/2025,2918.04
SER,16/10/2025,2760.32
SRV,16/10/2025,2459
BHR,17/10/2025,790
BIR,17/10/2025,2728.75
BMP,17/10/2025,-330
CAP,17/10/2025,1237.71
CAS,17/10/2025,2553.72
ECI,17/10/2025,2760.33
FLO,17/10/2025,5596.42
GLA,17/10/2025,4575
LBM,17/10/2025,1850
LRM,17/10/2025,2782.79
MIL,17/10/2025,7418.44
NBS,17/10/2025,7754.17
NYC,17/10/2025,6045
PAR,17/10/2025,9298.33
ROM,17/10/2025,4617.63
SER,17/10/2025,9004.13
SRV,17/10/2025,2397.53
MAR,18/10/2025,3268.59
BHR,18/10/2025,1045
BIR,18/10/2025,8667.91
BMP,18/10/2025,2670
CAP,18/10/2025,569.67
CAS,18/10/2025,1917.36
ECI,18/10/2025,7724.79
FLO,18/10/2025,5475.4
GLA,18/10/2025,4087.49
LBM,18/10/2025,4312.48
LRM,18/10/2025,5000.4
MIL,18/10/2025,12168.04
NBS,18/10/2025,6745.84
NYC,18/10/2025,2140
PAR,18/10/2025,10917.08
ROM,18/10/2025,3594.26
SER,18/10/2025,3041.31
SRV,18/10/2025,6293.82
STT,18/10/2025,4097.91
BHR,19/10/2025,2360
BIR,19/10/2025,1080
BMP,19/10/2025,1260
CAP,19/10/2025,758.2
CAS,19/10/2025,739.67
ECI,19/10/2025,7851.22
FLO,19/10/2025,3688.52
GLA,19/10/2025,2924.99
LBM,19/10/2025,6599.99
LRM,19/10/2025,2950.81
MIL,19/10/2025,6692.63
NBS,19/10/2025,2900.84
PAR,19/10/2025,662.5
ROM,19/10/2025,2372.95
SER,19/10/2025,2599.17
SRV,19/10/2025,3031.95
STT,19/10/2025,1220.83
BHR,20/10/2025,1985
BIR,20/10/2025,2737.07
BMP,20/10/2025,420
ECI,20/10/2025,2685.95
FLO,20/10/2025,4163.94
GLA,20/10/2025,3020.83
LBM,20/10/2025,5429.18
LRM,20/10/2025,1409.84
MIL,20/10/2025,3111.48
NBS,20/10/2025,6836.65
NYC,20/10/2025,13662
PAR,20/10/2025,1491.67
ROM,20/10/2025,3377.88
SER,20/10/2025,3706.61
SRV,20/10/2025,2778.68
STT,20/10/2025,541.67
BHR,21/10/2025,850
BIR,21/10/2025,2182.49
BMP,21/10/2025,2685
CAS,21/10/2025,516.53
ECI,21/10/2025,500.01
FLO,21/10/2025,4772.13
GLA,21/10/2025,4641.66
LBM,21/10/2025,5433.33
LRM,21/10/2025,3168.04
MIL,21/10/2025,4655.74
NBS,21/10/2025,8558.32
NYC,21/10/2025,3310
PAR,21/10/2025,5268.34
ROM,21/10/2025,3238.12
SER,21/10/2025,6574.37
SRV,21/10/2025,1512.29
MAR,22/10/2025,822.31
BHR,22/10/2025,4305
BIR,22/10/2025,1526.25
BMP,22/10/2025,690
ECI,22/10/2025,5082.64
FLO,22/10/2025,4489.95
GLA,22/10/2025,5725
LBM,22/10/2025,5116.66
LRM,22/10/2025,569.67
MIL,22/10/2025,11024.59
NBS,22/10/2025,4333.74
NYC,22/10/2025,10737.5
PAR,22/10/2025,2579.17
ROM,22/10/2025,2602.47
SER,22/10/2025,6946.26
SRV,22/10/2025,1081.96
BHR,23/10/2025,507.5
BIR,23/10/2025,2114.16
BMP,23/10/2025,540
ECI,23/10/2025,4747.93
FLO,23/10/2025,3861.98
GLA,23/10/2025,12233.32
LBM,23/10/2025,7100
LRM,23/10/2025,3061.48
MIL,23/10/2025,5114.76
NBS,23/10/2025,3605
NYC,23/10/2025,10605
PAR,23/10/2025,7233.32
SER,23/10/2025,8442.96
SRV,23/10/2025,1217.21
MAR,24/10/2025,2152.89
BHR,24/10/2025,10660
BIR,24/10/2025,5414.12
BMP,24/10/2025,8605
CAS,24/10/2025,1376.03
ECI,24/10/2025,5165.27
FLO,24/10/2025,3264.03
GLA,24/10/2025,4491.67
LBM,24/10/2025,5800
LRM,24/10/2025,4807.38
MIL,24/10/2025,5971.31
NBS,24/10/2025,2499.99
NYC,24/10/2025,3938
PAR,24/10/2025,6170.83
ROM,24/10/2025,4118.87
SER,24/10/2025,7396.69
SRV,24/10/2025,8671.95
STT,24/10/2025,1725
MAR,25/10/2025,1520.66
BHR,25/10/2025,10435
BIR,25/10/2025,5348.52
BMP,25/10/2025,5620
CAS,25/10/2025,516.53
ECI,25/10/2025,5417.35
FLO,25/10/2025,1131.15
GLA,25/10/2025,6459.15
LBM,25/10/2025,5829.16
LRM,25/10/2025,3340.15
MIL,25/10/2025,5290.98
NBS,25/10/2025,6363.35
NYC,25/10/2025,7140
PAR,25/10/2025,8695.83
ROM,25/10/2025,7192.64
SER,25/10/2025,8516.51
SRV,25/10/2025,6385.13
STT,25/10/2025,329.17
BIR,26/10/2025,2248.74
BMP,26/10/2025,1910
CAS,26/10/2025,1115.7
ECI,26/10/2025,2553.71
FLO,26/10/2025,1647.54
GLA,26/10/2025,5754.17
LBM,26/10/2025,2900
LRM,26/10/2025,4340.17
MIL,26/10/2025,979.51
NBS,26/10/2025,4883.32
PAR,26/10/2025,5208.32
ROM,26/10/2025,3959.02
SER,26/10/2025,4851.22
SRV,26/10/2025,5764.66
STT,26/10/2025,618.75
BHR,27/10/2025,2030
BIR,27/10/2025,4526.62
BMP,27/10/2025,3674
CAS,27/10/2025,1789.26
ECI,27/10/2025,3892.55
FLO,27/10/2025,1119.26
GLA,27/10/2025,2229.16
LBM,27/10/2025,8458.32
LRM,27/10/2025,1422.13
MIL,27/10/2025,2364.76
NBS,27/10/2025,3875
NYC,27/10/2025,11612
PAR,27/10/2025,8958.32
ROM,27/10/2025,4109.02
SER,27/10/2025,2727.27
SRV,27/10/2025,3721.26
STT,27/10/2025,625
BHR,28/10/2025,9436
BIR,28/10/2025,3071.63
BMP,28/10/2025,2190
CAS,28/10/2025,-1107.44
ECI,28/10/2025,3690.08
FLO,28/10/2025,2024.59
GLA,28/10/2025,5820.82
LBM,28/10/2025,2512.5
LRM,28/10/2025,1803.28
MIL,28/10/2025,7557.38
NBS,28/10/2025,6558.34
NYC,28/10/2025,9994
PAR,28/10/2025,6361.66
ROM,28/10/2025,3281.97
SER,28/10/2025,2938.01
SRV,28/10/2025,4540.92
STT,28/10/2025,3359.17
MAR,29/10/2025,1280.99
BHR,29/10/2025,2875
BIR,29/10/2025,4559.98
BMP,29/10/2025,2570
CAS,29/10/2025,1190.08
ECI,29/10/2025,5326.46
FLO,29/10/2025,3931.96
GLA,29/10/2025,3866.66
LBM,29/10/2025,2520.82
LRM,29/10/2025,2213.12
MIL,29/10/2025,3307.38
NBS,29/10/2025,427.5
NYC,29/10/2025,12628
PAR,29/10/2025,8074.99
ROM,29/10/2025,569.67
SER,29/10/2025,785.12
SRV,29/10/2025,758.19
MAR,30/10/2025,3090.9
BHR,30/10/2025,10845
BIR,30/10/2025,3607.05
BMP,30/10/2025,700
ECI,30/10/2025,4330.56
GLA,30/10/2025,1779.16
LBM,30/10/2025,1491.67
LRM,30/10/2025,1250
MIL,30/10/2025,2573.77
NBS,30/10/2025,6345.21
NYC,30/10/2025,4045
PAR,30/10/2025,5870.84
ROM,30/10/2025,4352.46
SER,30/10/2025,2371.89
SRV,30/10/2025,8217.13
BHR,31/10/2025,7665
BIR,31/10/2025,3857.89
BMP,31/10/2025,4475
CAS,31/10/2025,785.12
ECI,31/10/2025,1446.69
FLO,31/10/2025,6165.77
GLA,31/10/2025,1591.66
LBM,31/10/2025,3304.16
LRM,31/10/2025,1934.43
MIL,31/10/2025,8266.4
NBS,31/10/2025,9524.15
NYC,31/10/2025,6750
PAR,31/10/2025,6200.83
ROM,31/10/2025,2909.84
SER,31/10/2025,4938.01
SRV,31/10/2025,1737.68
STT,31/10/2025,596.25
BHR,01/11/2025,4835
BIR,01/11/2025,4393.75
CAS,01/11/2025,785.12
ECI,01/11/2025,4211.15
FLO,01/11/2025,16177.88
GLA,01/11/2025,0
LBM,01/11/2025,529.17
LRM,01/11/2025,4193.45
MIL,01/11/2025,4856.56
NBS,01/11/2025,8823.34
NYC,01/11/2025,20380
PAR,01/11/2025,12270.82
ROM,01/11/2025,4004.1
SER,01/11/2025,4152.88
SRV,01/11/2025,7118.83
BHR,02/11/2025,4935
BIR,02/11/2025,4473.73
BMP,02/11/2025,450
CAS,02/11/2025,574.38
ECI,02/11/2025,3433.88
GLA,02/11/2025,1750
LBM,02/11/2025,9395.82
LRM,02/11/2025,487.7
MIL,02/11/2025,2327.87
NBS,02/11/2025,1762.51
PAR,02/11/2025,8009.16
ROM,02/11/2025,2340.17
SER,02/11/2025,2710.74
SRV,02/11/2025,885.24
BHR,03/11/2025,4855
BIR,03/11/2025,3640.83
BMP,03/11/2025,570
CAS,03/11/2025,557.85
FLO,03/11/2025,5483.62
GLA,03/11/2025,7295.82
LBM,03/11/2025,995.83
LRM,03/11/2025,1823.78
MIL,03/11/2025,1631.15
NBS,03/11/2025,7474.99
NYC,03/11/2025,5760
PAR,03/11/2025,1699.59
ROM,03/11/2025,1422.13
SER,03/11/2025,4971.06
SRV,03/11/2025,2058.2
MAR,04/11/2025,4685.94
BHR,04/11/2025,1675
BIR,04/11/2025,722.5
BMP,04/11/2025,1821
CAS,04/11/2025,2429.75
ECI,04/11/2025,6223.15
FLO,04/11/2025,1250
GLA,04/11/2025,2799.99
LBM,04/11/2025,2166.67
LRM,04/11/2025,0
MIL,04/11/2025,2200.82
NBS,04/11/2025,4046.24
NYC,04/11/2025,2350
PAR,04/11/2025,2100
ROM,04/11/2025,4200.82
SER,04/11/2025,3971.07
SRV,04/11/2025,737.7
MAR,05/11/2025,1247.93
BHR,05/11/2025,6760
BIR,05/11/2025,4315.83
BMP,05/11/2025,520
ECI,05/11/2025,2107.44
FLO,05/11/2025,2987.71
GLA,05/11/2025,4874.99
LBM,05/11/2025,2729.16
LRM,05/11/2025,2054.09
MIL,05/11/2025,1877.05
NBS,05/11/2025,7433.53
NYC,05/11/2025,7962
PAR,05/11/2025,5766.66
ROM,05/11/2025,3889.33
SER,05/11/2025,1256.2
SRV,05/11/2025,3434
MAR,06/11/2025,590.91
BHR,06/11/2025,9260
BIR,06/11/2025,1029.58
BMP,06/11/2025,510
ECI,06/11/2025,1541.32
FLO,06/11/2025,1223.36
GLA,06/11/2025,2156.25
LBM,06/11/2025,1408.33
LRM,06/11/2025,1475.83
MIL,06/11/2025,2663.93
NBS,06/11/2025,4512.51
NYC,06/11/2025,11675
PAR,06/11/2025,2955.66
ROM,06/11/2025,4779.51
SER,06/11/2025,12718.18
SRV,06/11/2025,1770.48
MAR,07/11/2025,1442.14
BHR,07/11/2025,8020
BIR,07/11/2025,6559.25
BMP,07/11/2025,1380
CAS,07/11/2025,3417.35
ECI,07/11/2025,-491.74
FLO,07/11/2025,2314.76
GLA,07/11/2025,3229.17
LBM,07/11/2025,6037.49
LRM,07/11/2025,2881.16
MIL,07/11/2025,3540.98
NBS,07/11/2025,4984.17
NYC,07/11/2025,13850
PAR,07/11/2025,3633.34
ROM,07/11/2025,3295.5
SER,07/11/2025,2570.24
SRV,07/11/2025,1377.04
BHR,08/11/2025,5605
BIR,08/11/2025,3262.92
BMP,08/11/2025,570
CAS,08/11/2025,785.12
ECI,08/11/2025,2456.61
FLO,08/11/2025,7868.82
GLA,08/11/2025,4184.16
LBM,08/11/2025,5175.83
LRM,08/11/2025,4881.15
MIL,08/11/2025,6446.72
NBS,08/11/2025,5994.16
NYC,08/11/2025,9191
PAR,08/11/2025,5816.65
ROM,08/11/2025,6931.17
SER,08/11/2025,2318.18
SRV,08/11/2025,2028.68
BHR,09/11/2025,11015
BIR,09/11/2025,808.33
BMP,09/11/2025,1320
CAS,09/11/2025,1958.68
ECI,09/11/2025,2041.32
FLO,09/11/2025,770.49
GLA,09/11/2025,1825
LBM,09/11/2025,1104.16
LRM,09/11/2025,1713.11
MIL,09/11/2025,4836.07
NBS,09/11/2025,2670.84
PAR,09/11/2025,7770.83
ROM,09/11/2025,3081.97
SER,09/11/2025,6561.97
SRV,09/11/2025,540.98
MAR,10/11/2025,574.38
BHR,10/11/2025,13765
BIR,10/11/2025,1298.74
ECI,10/11/2025,376.03
FLO,10/11/2025,521.31
GLA,10/11/2025,2133.33
LBM,10/11/2025,1845.83
MIL,10/11/2025,7090.58
NBS,10/11/2025,4541.65
NYC,10/11/2025,5795
PAR,10/11/2025,3826.66
ROM,10/11/2025,7543.02
SER,10/11/2025,4727.27
SRV,10/11/2025,540.98
MAR,11/11/2025,859.5
BHR,11/11/2025,9133
BIR,11/11/2025,3296.65
BMP,11/11/2025,1290
ECI,11/11/2025,-1690.08
FLO,11/11/2025,778.69
GLA,11/11/2025,3949.99
LBM,11/11/2025,3133.33
LRM,11/11/2025,3180.33
MIL,11/11/2025,5696.71
NBS,11/11/2025,3395.84
NYC,11/11/2025,16672
PAR,11/11/2025,1408.33
ROM,11/11/2025,1918.03
SER,11/11/2025,699.17
SRV,11/11/2025,1544.26
BHR,12/11/2025,4470
BIR,12/11/2025,1287.49
BMP,12/11/2025,480
CAS,12/11/2025,1318.18
ECI,12/11/2025,2871.9
FLO,12/11/2025,1237.71
GLA,12/11/2025,4154.57
LBM,12/11/2025,4339.16
LRM,12/11/2025,2528.69
MIL,12/11/2025,1438.53
NBS,12/11/2025,3897.08
NYC,12/11/2025,2090
PAR,12/11/2025,3900
SER,12/11/2025,5743.8
SRV,12/11/2025,1278.69
MAR,13/11/2025,2876.02
BHR,13/11/2025,3100
BIR,13/11/2025,4411.24
ECI,13/11/2025,1397.1
FLO,13/11/2025,1721.31
GLA,13/11/2025,4337.49
LBM,13/11/2025,1979.16
LRM,13/11/2025,2110.65
MIL,13/11/2025,4085.32
NBS,13/11/2025,2062.5
NYC,13/11/2025,3385
PAR,13/11/2025,6100.82
ROM,13/11/2025,1467.63
SER,13/11/2025,1644.62
SRV,13/11/2025,1893.43
MAR,14/11/2025,2177.68
BHR,14/11/2025,5220
BIR,14/11/2025,2409.58
BMP,14/11/2025,2340
CAS,14/11/2025,657.02
ECI,14/11/2025,2966.93
FLO,14/11/2025,930.53
GLA,14/11/2025,3670.82
LBM,14/11/2025,5091.66
LRM,14/11/2025,487.7
MIL,14/11/2025,1573.77
NBS,14/11/2025,6608.33
NYC,14/11/2025,7498
PAR,14/11/2025,2929.17
ROM,14/11/2025,5491.81
SER,14/11/2025,3603.29
SRV,14/11/2025,4278.66
MAR,15/11/2025,1165.29
BHR,15/11/2025,5665
BIR,15/11/2025,1406.24
BMP,15/11/2025,4470
CAS,15/11/2025,776.86
ECI,15/11/2025,4607.43
FLO,15/11/2025,3524.59
GLA,15/11/2025,1908.33
LBM,15/11/2025,4425
LRM,15/11/2025,2524.6
MIL,15/11/2025,6336.07
NBS,15/11/2025,4455.01
NYC,15/11/2025,16795
PAR,15/11/2025,7062.08
ROM,15/11/2025,3122.96
SER,15/11/2025,4686.36
SRV,15/11/2025,4131.12
BHR,16/11/2025,8625
BIR,16/11/2025,4544.15
BMP,16/11/2025,4500
CAS,16/11/2025,-776.86
FLO,16/11/2025,1611.47
GLA,16/11/2025,4108.33
LBM,16/11/2025,3650
LRM,16/11/2025,2827.87
MIL,16/11/2025,2991.8
NBS,16/11/2025,3422.5
PAR,16/11/2025,4079.15
ROM,16/11/2025,7336.48
SER,16/11/2025,1396.69
SRV,16/11/2025,3713.09
MAR,17/11/2025,1644.62
BHR,17/11/2025,3440
BIR,17/11/2025,4895.83
BMP,17/11/2025,660
CAS,17/11/2025,1227.27
ECI,17/11/2025,3880.15
FLO,17/11/2025,2711.66
GLA,17/11/2025,4233.74
LBM,17/11/2025,6312.49
LRM,17/11/2025,2821.31
MIL,17/11/2025,7032.8
NBS,17/11/2025,6954.17
NYC,17/11/2025,6205
PAR,17/11/2025,2947.92
ROM,17/11/2025,3192.62
SER,17/11/2025,3082.64
SRV,17/11/2025,860.65
BHR,18/11/2025,1935
BIR,18/11/2025,5090.41
BMP,18/11/2025,1160
CAS,18/11/2025,1607.43
ECI,18/11/2025,3995.86
GLA,18/11/2025,3525
LBM,18/11/2025,4341.67
LRM,18/11/2025,1787.3
MIL,18/11/2025,5680.32
NBS,18/11/2025,3020.84
NYC,18/11/2025,7335
PAR,18/11/2025,3637.49
ROM,18/11/2025,1577.87
SER,18/11/2025,5809.92
SRV,18/11/2025,2495.89
BHR,19/11/2025,1635
BIR,19/11/2025,7148.25
BMP,19/11/2025,1320
CAS,19/11/2025,776.86
ECI,19/11/2025,3952.07
FLO,19/11/2025,7399.26
GLA,19/11/2025,5141.66
LBM,19/11/2025,2395.83
LRM,19/11/2025,3295.08
MIL,19/11/2025,4348.36
NBS,19/11/2025,9975.81
NYC,19/11/2025,10420
PAR,19/11/2025,3187.49
ROM,19/11/2025,1463.93
SER,19/11/2025,3544.62
SRV,19/11/2025,565.57
BHR,20/11/2025,235
BIR,20/11/2025,2714.99
ECI,20/11/2025,2087.18
FLO,20/11/2025,1159.74
GLA,20/11/2025,1991.66
LBM,20/11/2025,1566.66
LRM,20/11/2025,2012.29
MIL,20/11/2025,4710.67
NBS,20/11/2025,6095.83
NYC,20/11/2025,7890
PAR,20/11/2025,8647.07
ROM,20/11/2025,0
SER,20/11/2025,5125.62
SRV,20/11/2025,393.44
BHR,21/11/2025,8145
BIR,21/11/2025,5866.6
BMP,21/11/2025,1740
ECI,21/11/2025,-524.79
FLO,21/11/2025,6550.59
GLA,21/11/2025,5958.32
LBM,21/11/2025,3816.66
LRM,21/11/2025,6061.47
MIL,21/11/2025,5967.22
NBS,21/11/2025,4385
NYC,21/11/2025,4285
PAR,21/11/2025,3600.83
ROM,21/11/2025,2668.04
SER,21/11/2025,5772.72
SRV,21/11/2025,1377.05
MAR,22/11/2025,822.31
BHR,22/11/2025,9022
BIR,22/11/2025,4466.64
BMP,22/11/2025,1530
CAS,22/11/2025,619.83
ECI,22/11/2025,2041.31
FLO,22/11/2025,684.43
GLA,22/11/2025,4124.99
LBM,22/11/2025,5437.49
LRM,22/11/2025,5356.56
MIL,22/11/2025,7069.67
NBS,22/11/2025,8387.49
NYC,22/11/2025,6570
PAR,22/11/2025,7916.67
ROM,22/11/2025,8516.83
SER,22/11/2025,8466.93
SRV,22/11/2025,5783.53
BHR,23/11/2025,3331.5
BIR,23/11/2025,4650.38
BMP,23/11/2025,2736
ECI,23/11/2025,4768.59
FLO,23/11/2025,4102.95
GLA,23/11/2025,7608.31
LBM,23/11/2025,2720.82
LRM,23/11/2025,6512.3
MIL,23/11/2025,4237.7
NBS,23/11/2025,4287.49
PAR,23/11/2025,1391.66
ROM,23/11/2025,1430.33
SER,23/11/2025,3747.93
SRV,23/11/2025,2659.81
BHR,24/11/2025,2720
BIR,24/11/2025,9483.26
BMP,24/11/2025,1170
CAS,24/11/2025,5834.7
ECI,24/11/2025,3690.08
FLO,24/11/2025,763.11
GLA,24/11/2025,3867.49
LBM,24/11/2025,1837.5
LRM,24/11/2025,6114.76
MIL,24/11/2025,1676.23
NBS,24/11/2025,5212.5
NYC,24/11/2025,24062
PAR,24/11/2025,5820.83
ROM,24/11/2025,4483.61
SER,24/11/2025,7166.11
SRV,24/11/2025,2311.44
BHR,25/11/2025,4338
BIR,25/11/2025,7043.28
BMP,25/11/2025,475
CAS,25/11/2025,739.67
ECI,25/11/2025,962.81
GLA,25/11/2025,3912.49
LBM,25/11/2025,1270.83
LRM,25/11/2025,2963.94
MIL,25/11/2025,7385.25
NBS,25/11/2025,9955.01
NYC,25/11/2025,5690
PAR,25/11/2025,10759.14
ROM,25/11/2025,979.51
SER,25/11/2025,4727.27
SRV,25/11/2025,3688.47
BHR,26/11/2025,3055
BIR,26/11/2025,6601.6
BMP,26/11/2025,2620
CAS,26/11/2025,491.74
ECI,26/11/2025,2801.65
FLO,26/11/2025,2766.4
GLA,26/11/2025,3083.32
LBM,26/11/2025,1854.16
LRM,26/11/2025,3745.9
MIL,26/11/2025,3163.94
NBS,26/11/2025,3900
NYC,26/11/2025,2510
PAR,26/11/2025,5837.91
ROM,26/11/2025,1627.87
SER,26/11/2025,2290.9
SRV,26/11/2025,2385.23
BIR,27/11/2025,6769.54
ECI,27/11/2025,2940.49
FLO,27/11/2025,2302.54
GLA,27/11/2025,3834.16
LBM,27/11/2025,21408.31
LRM,27/11/2025,1549.18
MIL,27/11/2025,3811.47
NBS,27/11/2025,3612.51
PAR,27/11/2025,4700
ROM,27/11/2025,2643.44
SER,27/11/2025,14297.48
SRV,27/11/2025,3545.08
MAR,28/11/2025,1479.33
BHR,28/11/2025,11795
BIR,28/11/2025,37823.95
BMP,28/11/2025,11458
ECI,28/11/2025,2583.47
FLO,28/11/2025,1356.56
GLA,28/11/2025,6999.99
LBM,28/11/2025,19042.48
LRM,28/11/2025,1319.68
MIL,28/11/2025,7151.64
NBS,28/11/2025,12015.82
NYC,28/11/2025,8628
PAR,28/11/2025,4720.82
ROM,28/11/2025,3274.58
SER,28/11/2025,6640.9
SRV,28/11/2025,2906.53
BHR,29/11/2025,15097.5
BIR,29/11/2025,7669.13
BMP,29/11/2025,6856
CAS,29/11/2025,1578.51
ECI,29/11/2025,2822.31
FLO,29/11/2025,3245.25
GLA,29/11/2025,2649.99
LBM,29/11/2025,10318.33
LRM,29/11/2025,3754.1
MIL,29/11/2025,10068.03
NBS,29/11/2025,7195.83
NYC,29/11/2025,4940
PAR,29/11/2025,6870.83
ROM,29/11/2025,1320.09
SER,29/11/2025,2384.3
SRV,29/11/2025,5568.8
MAR,30/11/2025,1892.56
BHR,30/11/2025,10595
BIR,30/11/2025,1827.06
BMP,30/11/2025,9265
CAS,30/11/2025,987.6
ECI,30/11/2025,3338.84
FLO,30/11/2025,2270.49
GLA,30/11/2025,10045.84
LBM,30/11/2025,5829.16
LRM,30/11/2025,1204.92
MIL,30/11/2025,2881.14
NBS,30/11/2025,2641.67
PAR,30/11/2025,10610.02
ROM,30/11/2025,815.57
SER,30/11/2025,3929.74
SRV,30/11/2025,5205.73
MAR,01/12/2025,657.02
BHR,01/12/2025,450
BIR,01/12/2025,3330.4
BMP,01/12/2025,3684
CAS,01/12/2025,557.85
ECI,01/12/2025,987.6
FLO,01/12/2025,4032.8
GLA,01/12/2025,6916.66
LBM,01/12/2025,2699.99
LRM,01/12/2025,3426.23
MIL,01/12/2025,1639.35
NBS,01/12/2025,5804.16
NYC,01/12/2025,13565
PAR,01/12/2025,8462.5
ROM,01/12/2025,2374.59
SER,01/12/2025,3371.89
SRV,01/12/2025,2176.22
BHR,02/12/2025,8000
BIR,02/12/2025,2446.66
ECI,02/12/2025,1272.73
FLO,02/12/2025,618.85
GLA,02/12/2025,4877.08
LBM,02/12/2025,3512.5
LRM,02/12/2025,651.64
MIL,02/12/2025,5573.78
NBS,02/12/2025,4904.99
NYC,02/12/2025,5270
PAR,02/12/2025,7650.4
ROM,02/12/2025,2705.74
SER,02/12/2025,1454.55
SRV,02/12/2025,565.57
MAR,03/12/2025,1913.22
BHR,03/12/2025,4780
BIR,03/12/2025,5201.64
BMP,03/12/2025,3244
ECI,03/12/2025,657.02
FLO,03/12/2025,2004.1
GLA,03/12/2025,2487.5
LBM,03/12/2025,6849.99
LRM,03/12/2025,1327.87
MIL,03/12/2025,1528.69
NBS,03/12/2025,3012.5
NYC,03/12/2025,14421
PAR,03/12/2025,10267.02
ROM,03/12/2025,3553.28
SER,03/12/2025,1413.22
SRV,03/12/2025,1327.86
BHR,04/12/2025,13365.5
BIR,04/12/2025,3766.64
BMP,04/12/2025,1683
CAS,04/12/2025,904.96
ECI,04/12/2025,5818.18
FLO,04/12/2025,4401.82
GLA,04/12/2025,1408.33
LBM,04/12/2025,4477.07
LRM,04/12/2025,1954.92
MIL,04/12/2025,2024.6
NBS,04/12/2025,8442.5
NYC,04/12/2025,4303.5
PAR,04/12/2025,5777.26
ROM,04/12/2025,2034.43
SER,04/12/2025,1719.01
SRV,04/12/2025,823.77
MAR,05/12/2025,574.38
BHR,05/12/2025,2610
BIR,05/12/2025,1265.4
BMP,05/12/2025,2558
ECI,05/12/2025,2394.2
GLA,05/12/2025,6762.49
LBM,05/12/2025,2229.99
LRM,05/12/2025,1024.59
MIL,05/12/2025,7776.24
NBS,05/12/2025,12252.51
NYC,05/12/2025,6245
PAR,05/12/2025,6317.08
ROM,05/12/2025,3008.2
SER,05/12/2025,5962.79
SRV,05/12/2025,1131.14
MAR,06/12/2025,2929.75
BHR,06/12/2025,12031
BIR,06/12/2025,929.16
BMP,06/12/2025,2880
CAS,06/12/2025,1764.46
ECI,06/12/2025,3934.28
FLO,06/12/2025,9221.81
GLA,06/12/2025,11291.65
LBM,06/12/2025,10595.83
LRM,06/12/2025,3979.52
MIL,06/12/2025,9368.86
NBS,06/12/2025,12035.83
NYC,06/12/2025,5480
PAR,06/12/2025,14083.3
ROM,06/12/2025,3860.66
SER,06/12/2025,5107.42
SRV,06/12/2025,1500.02
BHR,07/12/2025,5865.5
BIR,07/12/2025,1291.65
CAS,07/12/2025,603.31
ECI,07/12/2025,1086.77
FLO,07/12/2025,2039.76
GLA,07/12/2025,3291.65
LBM,07/12/2025,5154.17
LRM,07/12/2025,5053.27
MIL,07/12/2025,13946.71
NBS,07/12/2025,3320.83
NYC,07/12/2025,1025
PAR,07/12/2025,5691.67
ROM,07/12/2025,9513.53
SER,07/12/2025,1975.2
SRV,07/12/2025,2073.79
BHR,08/12/2025,13857
BIR,08/12/2025,1132.08
BMP,08/12/2025,900
ECI,08/12/2025,4000
FLO,08/12/2025,0
GLA,08/12/2025,2183.33
LBM,08/12/2025,4641.66
LRM,08/12/2025,4977.46
MIL,08/12/2025,7659.84
NBS,08/12/2025,5591.65
NYC,08/12/2025,10380
PAR,08/12/2025,7141.66
ROM,08/12/2025,3028.69
SER,08/12/2025,4719
